key,school,group,code,major,token,sheet,row,score
m_610211_40,西南交通大学,西南交通大学11,40,"电子信息工程(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",电子信息工程,211,61,128
m_610211_41,西南交通大学,西南交通大学11,41,"通信工程(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",通信工程,211,62,128
m_610211_37,西南交通大学,西南交通大学11,37,"工业设计(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",工业设计,211,63,128
m_610211_39,西南交通大学,西南交通大学11,39,"高分子材料与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业在东部国际校区学习,以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",高分子材料与工程,211,64,128
m_610208_26,西南交通大学,西南交通大学08,26,"环境工程(犀浦校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",环境工程,211,65,128
m_610208_27,西南交通大学,西南交通大学08,27,"安全工程(犀浦校区)(以下专业具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",安全工程,211,66,128
m_230205_16,合肥工业大学,合肥工业大学05,16,"数字经济(该专业学生在校期间不得申请转专业)(本专业拟按79000元/年收费,实际收费以物价(或主管)部门批复为准)(报考该专业须查阅院校招生章程)(以下专业在合肥校区学习)(中外合作办学)",数字经济,211,68,128
m_210403_41,华东理工大学,华东理工大学03,41,"化学工程与工艺(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",化学工程与工艺,211,71,128
m_210403_43,华东理工大学,华东理工大学03,43,"高分子材料与工程(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",精英班,211,71,103
m_210403_42,华东理工大学,华东理工大学03,42,"应用化学(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",应用化学,211,72,128
m_210403_43,华东理工大学,华东理工大学03,43,"高分子材料与工程(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",精英班,211,72,103
m_210403_43,华东理工大学,华东理工大学03,43,"高分子材料与工程(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",高分子材料与工程,211,73,128
m_210403_43,华东理工大学,华东理工大学03,43,"高分子材料与工程(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",精英班,211,74,103
m_210403_43,华东理工大学,华东理工大学03,43,"高分子材料与工程(中外合作办学)(精英班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",高分子材料与工程,211,75,128
m_210403_44,华东理工大学,华东理工大学03,44,"高分子材料与工程(中外合作办学)(中奥合作创新班)(只录取有专业志愿的考生)(以下专业在奉贤校区和徐汇校区学习,新生入校后首先进入奉贤校区就读,后续阶段根据学校发展规划及专业特点,适时调整就读校区。报考该专业组部分专业有色觉等要求,具体请查阅院校招生章程)",中奥合作创新班,211,75,103
m_211207_20,上海大学,上海大学07,20,"土木工程(中葡合作)(以下专业在宝山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",土木工程,211,76,128
m_211207_21,上海大学,上海大学07,21,"环境工程(中葡合作)(以下专业在宝山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",环境工程,211,77,128
m_211207_19,上海大学,上海大学07,19,"电气工程及其自动化(中葡合作)(以下专业在宝山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",电气工程及其自动化,211,78,128
m_211207_17,上海大学,上海大学07,17,"机械工程(中法合作)(以下专业在宝山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",机械工程,211,80,128
m_211207_18,上海大学,上海大学07,18,"信息工程(中法合作)(以下专业在宝山校区学习,报考该专业组部分专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",信息工程,211,81,128
m_211205_10,上海大学,上海大学05,10,金融学(中澳合作)(以下专业在嘉定校区学习)(中外合作办学),金融学,211,82,128
m_211205_08,上海大学,上海大学05,08,国际经济与贸易(中澳合作)(以下专业在嘉定校区学习)(中外合作办学),国际经济与贸易,211,83,128
m_211205_09,上海大学,上海大学05,09,信息管理与信息系统(中澳合作)(以下专业在嘉定校区学习)(中外合作办学),信息管理与信息系统,211,85,128
m_120107_10,江南大学,江南大学07,10,"工商管理(第四学年赴澳大利亚莫纳什大学学习,国外学习阶段学费按协议执行)(以下专业在蠡湖校区学习)(中外合作办学)",工商管理,211,104,128
m_120135_65,江南大学,江南大学35,65,"大数据管理与应用(第四学年赴澳大利亚莫纳什大学学习,国外学习阶段学费按协议执行)(以下专业在蠡湖校区学习)(中外合作办学)",大数据管理与应用,211,105,128
m_120136_66,江南大学,江南大学36,66,"食品科学与工程(第四学年赴新西兰梅西大学学习,国外学习阶段学费按协议执行)(以下专业在蠡湖校区学习)(中外合作办学)",食品科学与工程,211,106,128
m_520608_37,中南财经政法大学,中南财经政法大学08,37,人工智能(中外合作办学),人工智能,211,122,128
m_520608_37,中南财经政法大学,中南财经政法大学08,37,人工智能(中外合作办学),人工智能,211,123,128
m_520603_18,中南财经政法大学,中南财经政法大学03,18,电影学(中外合作办学),电影学,211,124,128
m_610306_35,西南财经大学,西南财经大学06,35,金融数学(“4+0”模式(国内4年))(中外合作办学),金融数学,211,129,128
m_610302_02,西南财经大学,西南财经大学02,02,"会计学(“3+1”模式(国内3年+国外1年),在外方高校就读期间,按外方高校学费标准缴纳学费)(中外合作办学)",会计学,211,131,128
m_610302_04,西南财经大学,西南财经大学02,04,"国际商务(“3+1”模式(国内3年+国外1年),在外方高校就读期间,按外方高校学费标准缴纳学费)(中外合作办学)",国际商务,211,132,128
m_610302_03,西南财经大学,西南财经大学02,03,市场营销(金融服务与营销)(“4+0”模式(国内4年))(中外合作办学),市场营销,211,133,128
m_610306_35,西南财经大学,西南财经大学06,35,金融数学(“4+0”模式(国内4年))(中外合作办学),金融数学,211,134,128
m_610306_36,西南财经大学,西南财经大学06,36,大数据管理与应用(“4+0”模式(国内4年))(中外合作办学),大数据管理与应用,211,135,128
m_610306_37,西南财经大学,西南财经大学06,37,供应链管理(“4+0”模式(国内4年))(中外合作办学),供应链管理,211,136,128
m_620203_08,西南大学,西南大学03,08,"心理学(“3+1”模式(国内3年+国外1年),在外方高校就读期间,按外方高校学费标准缴纳学费)(报考该专业有色觉要求,具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",心理学,211,137,128
m_620217_52,西南大学,西南大学17,52,"软件工程(“4+0”模式(国内4年))(具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",软件工程,211,138,128
m_620211_29,西南大学,西南大学11,29,"生物技术(“3+1”模式(国内3年+国外1年)或“4+0”模式(国内4年),在外方高校就读期间,按外方高校学费标准缴纳学费)(报考该专业有色觉要求,具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",生物技术,211,140,128
m_620219_54,西南大学,西南大学19,54,"计算机科学与技术(“3+1”模式(国内3年+国外1年),在外方高校就读期间,按外方高校学费标准缴纳学费)(报考该专业有色觉要求,具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",计算机科学与技术,211,144,128
m_620216_51,西南大学,西南大学16,51,"药学(“3+1”模式(国内3年+国外1年),在外方高校就读期间,按外方高校学费标准缴纳学费)(报考该专业有色觉要求,具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",药学,211,145,128
m_620218_53,西南大学,西南大学18,53,"植物科学与技术(“3+1”模式(国内3年+国外1年)或“4+0”模式(国内4年),在外方高校就读期间,按外方高校学费标准缴纳学费)(报考该专业有色觉要求,具体出国培养模式、学费等要求,须查阅院校招生章程并详询院校)(中外合作办学)",植物科学与技术,211,146,128
m_710307_17,陕西师范大学,陕西师范大学07,17,电子信息科学与技术(长安校区)(报考该专业须查阅院校招生章程)(中外合作办学),电子信息科学与技术,211,148,128
m_710307_18,陕西师范大学,陕西师范大学07,18,物理学(长安校区)(报考该专业须查阅院校招生章程)(中外合作办学),物理学,211,149,128
m_420204_04,东北师范大学,东北师范大学04,04,物流管理(净月大街校区)(中外合作办学),物流管理,211,153,128
m_420203_03,东北师范大学,东北师范大学03,03,金融学(净月大街校区)(中外合作办学),金融学,211,154,128
m_420209_09,东北师范大学,东北师范大学09,09,市场营销(净月大街校区)(中外合作办学),市场营销,211,155,128
m_110712_69,南京农业大学,南京农业大学12,69,"食品科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",食品科学与工程,211,158,128
m_110713_71,南京农业大学,南京农业大学13,71,"机械工程(第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取)(以下专业第一二、三学年在中国学习,第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取。本项目不接收无出国意愿的考生)(中外合作办学)",机械工程,211,159,128
m_110713_70,南京农业大学,南京农业大学13,70,"统计学(第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取)(以下专业第一二、三学年在中国学习,第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取。本项目不接收无出国意愿的考生)(中外合作办学)",统计学,211,160,128
m_110713_72,南京农业大学,南京农业大学13,72,"数据科学与大数据技术(第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取)(以下专业第一二、三学年在中国学习,第四学年须赴英国思克莱德大学学习,赴英期间学费按照英方收费标准收取。本项目不接收无出国意愿的考生)(中外合作办学)",数据科学与大数据技术,211,161,128
m_710707_37,长安大学,长安大学07,37,人工智能(北校区)(非英语语种考生慎重报考)(报考该专业须查阅院校招生章程)(中外合作办学),人工智能,211,166,128
m_710709_46,长安大学,长安大学09,46,"道路桥梁与渡河工程(以下专业在北校区学习,非英语语种考生慎重报考,报考以下专业须查阅院校招生章程)(中外合作办学)",道路桥梁与渡河工程,211,167,128
m_710709_47,长安大学,长安大学09,47,"车辆工程(以下专业在北校区学习,非英语语种考生慎重报考,报考以下专业须查阅院校招生章程)(中外合作办学)",车辆工程,211,168,128
m_710709_48,长安大学,长安大学09,48,"交通运输(以下专业在北校区学习,非英语语种考生慎重报考,报考以下专业须查阅院校招生章程)(中外合作办学)",交通运输,211,169,128
m_330706_22,河北工业大学,河北工业大学06,22,"计算机科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)",计算机科学与技术,211,178,128
m_330706_21,河北工业大学,河北工业大学06,21,"电子信息工程(以下专业具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)",电子信息工程,211,179,128
m_330706_22,河北工业大学,河北工业大学06,22,"计算机科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业具体培养模式等要求,须查阅院校招生章程并详询院校)(中外合作办学)",计算机科学与技术,211,180,128
m_413208_20,大连海事大学,大连海事大学08,20,"电子信息工程(该专业组与英国思克莱德大学合作,非英语语种考生慎重报考。以下专业在校本部学习)(中外合作办学)",电子信息工程,211,191,128
m_413208_21,大连海事大学,大连海事大学08,21,"机械设计制造及其自动化(该专业组与英国思克莱德大学合作,非英语语种考生慎重报考。以下专业在校本部学习)(中外合作办学)",机械设计制造及其自动化,211,192,128
m_413201_01,大连海事大学,大连海事大学01,01,"法学(校本部)(外方合作学校为英国斯旺西大学,非英语语种考生慎重报考)(中外合作办学)",法学,211,194,128
m_413208_21,大连海事大学,大连海事大学08,21,"机械设计制造及其自动化(该专业组与英国思克莱德大学合作,非英语语种考生慎重报考。以下专业在校本部学习)(中外合作办学)",机械设计制造及其自动化,211,195,128
m_413208_20,大连海事大学,大连海事大学08,20,"电子信息工程(该专业组与英国思克莱德大学合作,非英语语种考生慎重报考。以下专业在校本部学习)(中外合作办学)",电子信息工程,211,196,128
m_413208_22,大连海事大学,大连海事大学08,22,"船舶与海洋工程(该专业组与英国思克莱德大学合作,非英语语种考生慎重报考。以下专业在校本部学习)(中外合作办学)",船舶与海洋工程,211,197,128
m_240106_21,福州大学,福州大学06,21,"电子信息工程(福州市旗山校区)(采用“4+0”培养模式,与爱尔兰国立梅努斯大学合作,报考以下专业须查阅院校招生章程并详询院校)(中外合作办学)",电子信息工程,211,198,128
m_240106_20,福州大学,福州大学06,20,"自动化(福州市旗山校区)(采用“4+0”培养模式,与爱尔兰国立梅努斯大学合作,报考以下专业须查阅院校招生章程并详询院校)(中外合作办学)",自动化,211,200,128
m_230303_19,安徽大学,安徽大学03,19,"数字媒体技术(该校要求报考该专业外语成绩不低于115分)(非英语语种考生慎重报考)(以下专业在龙河校区学习,部分课程全英文授课,具体请查阅院校招生章程)(中外合作办学)",数字媒体技术,211,205,128
m_230303_17,安徽大学,安徽大学03,17,"应用物理学(该校要求报考该专业外语成绩不低于115分)(非英语语种考生慎重报考)(以下专业在龙河校区学习,部分课程全英文授课,具体请查阅院校招生章程)(中外合作办学)",应用物理学,211,206,128
m_230303_18,安徽大学,安徽大学03,18,"应用统计学(该校要求报考该专业外语成绩不低于115分)(非英语语种考生慎重报考)(以下专业在龙河校区学习,部分课程全英文授课,具体请查阅院校招生章程)(中外合作办学)",应用统计学,211,207,128
m_710110_27,西北大学,西北大学10,27,智能科学与技术(长安校区)(中外合作办学),智能科学与技术,211,209,128
m_710108_25,西北大学,西北大学08,25,文物保护技术(长安校区)(中外合作办学),文物保护技术,211,211,128
m_710105_12,西北大学,西北大学05,12,金融数学(长安校区)(中外合作办学),金融数学,211,212,128
m_430305_21,东北林业大学,东北林业大学05,21,"计算机科学与技术(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",计算机科学与技术,211,214,126
m_430305_22,东北林业大学,东北林业大学05,22,"生物技术(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",生物技术,211,215,128
m_430305_23,东北林业大学,东北林业大学05,23,"化学(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",化学,211,216,128
m_430306_24,东北林业大学,东北林业大学06,24,"计算机科学与技术(海南国际学院)(与澳大利亚悉尼科技大学合作办学)(采取“3+1”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",计算机科学与技术,211,217,126
m_430305_21,东北林业大学,东北林业大学05,21,"计算机科学与技术(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",计算机科学与技术,211,218,128
m_430305_23,东北林业大学,东北林业大学05,23,"化学(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",化学,211,219,128
m_430305_21,东北林业大学,东北林业大学05,21,"计算机科学与技术(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",计算机科学与技术,211,220,128
m_430305_22,东北林业大学,东北林业大学05,22,"生物技术(该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",生物技术,211,221,128
m_430303_08,东北林业大学,东北林业大学03,08,"工程管理(与英国阿斯顿大学合作办学)(采取“3+1”培养模式,该专业部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍)(中外合作办学)",工程管理,211,222,128
m_250505_30,南昌大学,南昌大学05,30,"临床医学(前湖校区)(采用“5+0”培养模式,报考该专业有色觉等要求,须查阅院校招生章程并详询院校)(中外合作办学)",临床医学,211,223,128
m_250509_38,南昌大学,南昌大学09,38,"医学检验技术(前湖校区)(采用“4+0”培养模式,报考该专业有色觉等要求,须查阅院校招生章程并详询院校)(中外合作办学)",医学检验技术,211,224,128
m_250508_37,南昌大学,南昌大学08,37,"数据科学与大数据技术(前湖校区)(采用“4+0”培养模式,报考该专业须查阅院校招生章程并详询院校)(中外合作办学)",数据科学与大数据技术,211,225,128
m_250507_35,南昌大学,南昌大学07,35,"计算机科学与技术(前湖校区)(报考该专业有色觉要求,具体请查阅院校招生章程)(以下专业采用“4+0”培养模式,中英双语教学,拟按80000元/年收费,实际收费以物价或主管部门批复为准,报考以下专业须查阅院校招生章程并详询院校)(中外合作办学)",计算机科学与技术,211,226,128
m_250507_36,南昌大学,南昌大学07,36,"软件工程(前湖校区)(以下专业采用“4+0”培养模式,中英双语教学,拟按80000元/年收费,实际收费以物价或主管部门批复为准,报考以下专业须查阅院校招生章程并详询院校)(中外合作办学)",软件工程,211,227,128
m_640108_19,云南大学,云南大学08,19,人工智能(与马来西亚马来亚大学合作)(以下专业在呈贡校区学习)(中外合作办学),人工智能,211,228,128
m_640106_11,云南大学,云南大学06,11,材料科学与工程(与马来西亚马来亚大学合作)(以下专业在呈贡校区学习)(中外合作办学),材料科学与工程,211,229,128
m_630106_06,贵州大学,贵州大学06,06,机械设计制造及其自动化(该校要求报考该专业外语成绩不低于75分)(报考以下专业须查阅院校招生章程并详询院校)(中外合作办学),机械设计制造及其自动化,211,232,128
m_630105_05,贵州大学,贵州大学05,05,"化学工程与工艺(该校要求报考该专业外语成绩不低于75分)(报考以下专业有色觉等要求,具体请查阅院校招生章程并详询院校)(中外合作办学)",化学工程与工艺,211,233,128
m_630107_07,贵州大学,贵州大学07,07,环境科学(该校要求报考该专业外语成绩不低于75分)(报考以下专业须查阅院校招生章程并详询院校)(中外合作办学),环境科学,211,234,128
m_560110_39,海南大学,海南大学10,39,"智能科学与技术(海甸校区)(部分英文授课,非英语语种考生慎重报考)(中外合作办学)",智能科学与技术,211,237,128
m_560106_17,海南大学,海南大学06,17,"人文地理与城乡规划(观澜湖校区)(部分英文授课,非英语语种考生慎重报考)(中外合作办学)",人文地理与城乡规划,211,238,128
m_560101_04,海南大学,海南大学01,04,"酒店管理(以下专业在观澜湖校区学习,非英语语种考生慎重报考,具体请查阅院校招生章程)(中外合作办学)",酒店管理,211,239,128
m_560101_02,海南大学,海南大学01,02,"行政管理(以下专业在观澜湖校区学习,非英语语种考生慎重报考,具体请查阅院校招生章程)(中外合作办学)",行政管理,211,240,128
m_560108_21,海南大学,海南大学08,21,"电子商务(观澜湖校区)(部分英文授课,非英语语种考生慎重报考)(中外合作办学)",电子商务,211,241,128
m_560101_01,海南大学,海南大学01,01,"会展经济与管理(以下专业在观澜湖校区学习,非英语语种考生慎重报考,具体请查阅院校招生章程)(中外合作办学)",会展经济与管理,211,243,128
m_410206_12,辽宁大学,辽宁大学06,12,金融学(亚澳商学院)(蒲河校区)(非英语语种考生慎重报考)(中外合作办学),金融学,211,246,128
m_410208_14,辽宁大学,辽宁大学08,14,会计学(亚澳商学院)(蒲河校区)(非英语语种考生慎重报考)(中外合作办学),会计学,211,247,128
m_410209_15,辽宁大学,辽宁大学09,15,国际商务(亚澳商学院)(蒲河校区)(非英语语种考生慎重报考)(中外合作办学),国际商务,211,248,128
m_410208_14,辽宁大学,辽宁大学08,14,会计学(亚澳商学院)(蒲河校区)(非英语语种考生慎重报考)(中外合作办学),会计学,211,249,128
m_410203_09,辽宁大学,辽宁大学03,09,工商管理(新华国际商学院)(蒲河校区)(非英语语种考生慎重报考)(中外合作办学),工商管理,211,250,128
m_410205_11,辽宁大学,辽宁大学05,11,市场营销(新华国际商学院)(蒲河校区)(非英语语种考生慎重报考)(中外合作办学),市场营销,211,251,128
m_110906_24,中国药科大学,中国药科大学06,24,"药学(第四学年赴英国斯特拉斯克莱德大学学习,国外学费按照英国标准收取)(报考该专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",药学,211,255,128
m_110907_25,中国药科大学,中国药科大学07,25,"临床药学(第三、四学年赴英国曼彻斯特大学学习,第五学年在国内学习,国外学费按照英国标准收取)(报考该专业有色觉要求,具体请查阅院校招生章程)(中外合作办学)",临床药学,211,256,128
m_110833_C2,南京师范大学,南京师范大学33,C2,"电气工程及其自动化(第四学年赴英国诺森比亚大学学习,学费按照英方标准收取)(中外合作办学)",电气工程及其自动化,211,257,128
m_110826_93,南京师范大学,南京师范大学26,93,"金融数学(与澳大利亚麦考瑞大学合作,四年均在南京师范大学学习)(中外合作办学)",金融数学,211,258,128
m_110832_C1,南京师范大学,南京师范大学32,C1,"环境科学(与澳大利亚麦考瑞大学合作办学,四年均在南京师范大学学习)(中外合作办学)",环境科学,211,259,128
m_110832_C0,南京师范大学,南京师范大学32,C0,"计算机科学与技术(与澳大利亚麦考瑞大学合作办学,四年均在南京师范大学学习)(中外合作办学)",计算机科学,211,260,113
